BEACON,DAS,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER<P>,BCBAL1,BCBAL2
787,110,1,0,18.0,0.0,0.0,0,0.0,96,0,,,,,,,11000.0,0.0,,,,,,6.0,0,62499.5,0,0,0,0,0,,,42,M,U,1,,
700,245,4,3,38.0,529.0,22836.0,4,1310.0,245,0,,,,,21000.0,529.0,1750.0,781.0,,,,,,11.0,0,62499.5,0,0,0,0,0,,,42,M,U,1,6.272877006546167,29.0
730,271,3,3,12.0,4100.0,5412.0,5,5067.0,112,3,,,,,1186.0,825.0,7066.0,967.0,2426.0,2198.0,64600.0,60249.0,,3.0,0,62499.5,0,0,0,0,0,,60.0,35,M,M,1,6.716594773520978,39.0
717,433,8,4,12.0,5988.0,23008.0,7,6010.0,243,1,,,90900.0,0.0,11313.0,5134.0,542.0,0.0,,,92000.0,91161.0,,4.0,0,62499.5,0,0,0,0,0,,52.0,42,M,M,1,8.543835122362658,81.0
785,73,4,2,90.0,521.0,7873.0,7,17755.0,193,0,,,,,3013.0,521.0,28086.0,17179.0,,,86500.0,84262.0,,7.0,1,62499.5,0,0,0,0,0,,59.0,35,M,U,1,6.257667587882639,29.0
752,158,5,4,31.0,1715.0,16815.0,8,28032.0,69,0,,,,,8759.0,1365.0,34144.0,26189.0,,,86674.0,84730.0,,1.0,0,62499.5,0,0,0,0,0,,61.0,35,M,M,1,7.2196420401307355,50.0
768,-5,2,2,15.0,1419.0,6587.0,3,1419.0,176,1,,,,,6587.0,1419.0,,,,,25050.0,22837.0,,7.0,0,42999.5,0,0,0,0,0,,,42,F,U,1,7.258412150595307,51.0
775,-98,3,1,10.0,925.0,18500.0,2,20468.0,152,0,,,,,13500.0,925.0,30000.0,19543.0,5000.0,0.0,,,,3.0,0,87499.5,0,0,0,0,0,,31.0,57,F,U,1,6.8308742346461795,41.0
778,176,2,1,2.0,580.0,10000.0,2,49001.0,148,0,,,,,,,,,10000.0,580.0,,,,6.0,0,42999.5,51,26,110,94,14,,58.0,42,M,M,1,,
732,448,10,3,6.0,632.0,33348.0,4,12124.0,220,1,,,,,21148.0,405.0,27625.0,11492.0,7200.0,207.0,,,,15.0,0,42999.5,64,26,120,79,24,,,42,M,M,1,6.0063531596017325,24.0
789,139,3,1,16.0,274.0,18140.0,1,274.0,162,0,,,,,,,,,8400.0,0.0,,,,15.0,1,62499.5,73,26,120,85,35,,51.0,42,M,M,1,,
715,166,8,6,6.0,16264.0,46812.0,6,16264.0,112,2,,,,,34100.0,11347.0,,,6500.0,4396.0,,,,15.0,0,62499.5,73,26,120,85,35,,,42,M,U,1,9.336796795928741,91.0
785,15,2,1,8.0,114.0,5153.0,1,114.0,23,0,,,,,5000.0,114.0,,,,,,,,3.0,0,42999.5,51,26,110,94,14,,,42,U,U,1,4.74493212836325,10.0
780,117,2,1,8.0,192.0,7803.0,3,26273.0,156,0,,,,,7500.0,192.0,27706.0,6565.0,,,,,,13.0,1,42999.5,74,34,120,93,28,,,42,M,U,1,5.262690188904886,14.0
720,156,2,1,8.0,4099.0,13300.0,4,53536.0,142,1,,,,,8300.0,0.0,45265.0,5574.0,5000.0,4099.0,41500.0,33822.0,,5.0,1,42999.5,52,24,120,96,21,,58.0,42,M,U,1,0.0,0.0
738,-63,3,3,60.0,5322.0,11858.0,4,12398.0,109,1,,,,,,,8795.0,7076.0,9221.0,5032.0,,,,4.0,0,42999.5,48,18,110,72,14,,,42,M,U,1,,
775,330,1,0,14.0,0.0,4000.0,1,44360.0,52,0,,,,,,,,,,,,,,2.0,0,42999.5,74,34,120,93,28,,,42,M,U,1,,
728,353,1,1,80.0,385.0,500.0,4,17631.0,89,1,,,,,500.0,385.0,13382.0,10951.0,,,,,,0.0,0,42999.5,55,19,120,93,16,,69.0,35,F,U,1,5.955837369464831,23.0
783,171,1,1,35.0,57.0,82.0,2,10010.0,152,1,,,,,,,13602.0,9953.0,,,,,,4.0,1,42999.5,54,22,120,74,15,,60.0,35,M,M,1,,
731,354,2,1,3.0,2694.0,6200.0,2,2694.0,133,1,,,,,6200.0,2694.0,,,,,66795.0,65784.0,,1.0,1,42999.5,82,24,120,86,31,,,42,M,M,1,7.899153483343097,67.0
749,107,6,3,4.0,1805.0,26149.0,5,14896.0,155,0,,,,,18400.0,269.0,30000.0,13091.0,,,,,,11.0,1,42999.5,59,25,120,77,36,,,57,M,M,1,5.598421958998375,18.0
778,1,4,3,5.0,148.0,23326.0,5,16181.0,213,0,,,,,17450.0,128.0,36467.0,16033.0,5500.0,0.0,,,,15.0,0,62499.5,73,26,120,85,35,,,42,M,U,1,4.859812404361672,11.0
713,386,2,2,6.0,6607.0,6500.0,2,6607.0,11,2,,,,,3500.0,3678.0,,,3000.0,2929.0,,,,0.0,0,62499.5,55,19,120,93,16,,,42,M,U,1,8.210396255104774,74.0
711,268,5,5,25.0,15288.0,17613.0,9,40391.0,149,4,,,,,14813.0,14101.0,17154.0,2799.0,,,90000.0,77338.0,,15.0,0,62499.5,81,38,120,98,46,,41.0,57,M,M,1,9.554071910278985,92.0
711,338,6,3,6.0,3702.0,8047.0,5,8524.0,214,2,,,,,2197.0,1809.0,6500.0,4822.0,650.0,0.0,69568.0,68373.0,,3.0,0,42999.5,65,28,120,87,21,,60.0,35,M,M,1,7.501082124259871,57.0
773,130,2,2,71.0,884.0,8126.0,2,884.0,159,0,,,,,8126.0,884.0,,,,,,,,7.0,0,62499.5,78,36,120,85,26,,59.0,35,M,M,1,6.785587645007929,40.0
762,48,3,2,3.0,4491.0,17600.0,5,4829.0,104,1,,,,,5000.0,452.0,,,7500.0,0.0,121000.0,120000.0,,0.0,1,62499.5,78,36,120,85,26,,52.0,42,M,U,1,6.115892125483034,26.0
763,139,1,1,99.0,1442.0,2735.0,4,36427.0,147,1,,,,,2735.0,1442.0,50978.0,34985.0,,,,,,6.0,0,62499.5,57,23,120,84,17,,41.0,57,M,U,1,7.274479558773871,52.0
750,234,6,3,7.0,1413.0,9199.0,3,1413.0,204,1,,,,,2992.0,985.0,,,,,,,,8.0,0,42999.5,69,33,120,93,19,,,42,F,U,1,6.893656354602635,42.0
713,266,6,6,12.0,11224.0,15006.0,8,16729.0,156,5,,,,,9677.0,7376.0,8627.0,5505.0,2200.0,1953.0,,,,15.0,0,62499.5,70,33,120,99,17,,,42,F,U,1,8.906122330884303,87.0
711,379,5,5,7.0,10519.0,18301.0,6,22212.0,155,4,,,,,9864.0,5214.0,14319.0,11693.0,8437.0,5305.0,,,,2.0,0,42999.5,57,23,120,84,17,,58.0,42,M,U,1,8.559294367434873,81.0
771,174,0,0,,,,1,4010.0,86,0,,,,,,,8986.0,4010.0,,,,,,4.0,0,42999.5,67,22,120,86,15,,,42,M,U,1,,
748,101,2,2,20.0,763.0,1262.0,3,763.0,140,1,,,,,589.0,90.0,,,673.0,673.0,56000.0,50238.0,,4.0,0,42999.5,52,32,120,95,27,,,42,M,M,1,4.51085950651685,8.0
754,423,3,1,13.0,63.0,8081.0,4,6493.0,81,1,,,,,,,20235.0,14214.0,,,9885.0,7859.0,,6.0,0,62499.5,45,30,120,93,26,,,42,F,U,1,,
760,57,2,1,3.0,1438.0,3598.0,3,1459.0,146,1,,,,,1438.0,1438.0,30000.0,7607.0,,,30000.0,7607.0,,2.0,1,42999.5,52,32,120,95,27,,36.0,57,M,M,1,7.271703706887368,52.0
730,144,2,1,13.0,3600.0,7630.0,3,24901.0,235,0,,,,,7500.0,3600.0,7923.0,4295.0,130.0,0.0,,,,2.0,0,62499.5,88,36,120,99,23,,54.0,42,M,U,1,8.188966863648876,73.0
718,277,1,0,8.0,0.0,0.0,0,0.0,73,0,,,,,,,,,,,,,,1.0,0,62499.5,82,26,120,91,27,,,42,M,M,1,,
740,136,5,4,13.0,4349.0,15327.0,5,4349.0,317,2,,,22472.0,0.0,7827.0,2864.0,22472.0,0.0,2500.0,1438.0,278000.0,271000.0,,3.0,0,87499.5,153,38,120,99,34,,,42,M,U,1,7.9603236291488395,68.0
785,165,3,1,9.0,193.0,14300.0,1,193.0,220,0,,,,,9300.0,193.0,,,5000.0,0.0,,,,11.0,0,42999.5,82,26,120,91,27,,56.0,42,M,M,1,5.267858159063328,14.0
725,179,4,2,13.0,3655.0,13200.0,3,45351.0,132,0,,,42433.0,41696.0,9500.0,3655.0,,,,,,,,7.0,1,62499.5,91,37,120,99,26,,62.0,35,M,U,1,8.204124932574041,74.0
706,139,7,7,7.0,18705.0,23372.0,8,18775.0,156,6,,,,,10456.0,9376.0,,,6688.0,5770.0,,,,3.0,0,62499.5,74,36,120,99,19,,,42,M,M,1,9.146015161419625,89.0
773,41,5,3,8.0,23152.0,75000.0,4,1648.0,176,0,,,,,13000.0,1648.0,,,,,56000.0,49562.0,,4.0,0,87499.5,77,36,120,99,19,,39.0,57,M,M,1,7.407924322559599,55.0
738,83,5,4,9.0,8367.0,30255.0,7,31878.0,164,1,,,28248.0,23461.0,28500.0,7982.0,28248.0,23461.0,,,135000.0,133000.0,,2.0,1,62499.5,91,37,120,99,26,,60.0,35,M,M,1,8.9850695596458,88.0
789,83,2,1,57.0,443.0,13650.0,2,502.0,130,0,,,,,11500.0,443.0,,,,,,,,11.0,0,62499.5,91,37,120,99,26,,,42,M,M,1,6.095824562432225,26.0
736,204,3,2,3.0,2618.0,5753.0,4,41812.0,760,1,,,,,5697.0,2618.0,45452.0,39194.0,,,,,,5.0,0,62499.5,74,36,120,99,19,,52.0,42,M,M,1,7.870547844507712,66.0
753,235,1,1,8.0,527.0,1500.0,1,527.0,93,0,,,,,1500.0,527.0,,,,,,,,14.0,0,42999.5,102,30,120,97,24,,,42,M,U,1,6.269096283706261,29.0
741,65,4,3,19.0,2443.0,8722.0,5,28435.0,240,1,,,30233.0,12288.0,7500.0,1767.0,17131.0,13704.0,80.0,0.0,,,,15.0,0,62499.5,91,37,120,99,26,,,57,M,M,1,7.477604243197589,57.0
761,172,2,0,11.0,0.0,2000.0,1,0.0,42,0,,,,,,,,,2000.0,0.0,37000.0,33341.0,,10.0,0,62499.5,91,37,120,99,26,,,42,F,U,1,,
698,269,1,1,11.0,3284.0,3284.0,7,113432.0,245,1,,,,,3284.0,3284.0,,,,,123000.0,121000.0,,10.0,0,42999.5,91,37,120,99,26,,53.0,42,M,M,1,8.09712193091871,71.0
774,191,2,1,15.0,81.0,6000.0,3,81.0,124,0,,,,,,,,,6000.0,81.0,63500.0,61730.0,,1.0,0,42999.5,74,36,120,99,19,,,42,M,U,1,,
757,97,2,1,18.0,1535.0,7500.0,3,34249.0,240,0,,,22854.0,22854.0,7500.0,1535.0,69730.0,32714.0,,,,,,7.0,0,62499.5,88,36,120,99,23,,,57,M,U,1,7.336936913707618,53.0
745,12,4,4,29.0,7521.0,14908.0,5,7521.0,167,2,,,,,5837.0,2967.0,,,8500.0,4198.0,85000.0,84459.0,,2.0,1,42999.5,77,36,120,99,19,,52.0,42,M,U,1,7.995643604287271,69.0
752,197,2,2,7.0,450.0,9500.0,3,38896.0,126,0,,,38446.0,38446.0,5500.0,14.0,,,,,,,,11.0,0,42999.5,88,36,120,99,23,,,42,M,M,1,2.70805020110221,2.0
749,295,5,3,15.0,1327.0,36800.0,7,18507.0,287,0,,,,,20800.0,1139.0,22503.0,17132.0,7500.0,0.0,,,,6.0,0,62499.5,153,38,120,99,34,,,42,M,U,1,7.038783541388542,46.0
765,138,2,2,62.0,416.0,8056.0,3,416.0,305,0,,,,,8056.0,416.0,,,,,118000.0,115000.0,,7.0,0,87499.5,91,37,120,99,26,,,42,M,M,1,6.0330862217988015,25.0
782,84,2,1,5.0,553.0,14500.0,3,25384.0,380,0,,,,,6500.0,553.0,17691.0,10909.0,8000.0,0.0,,,,2.0,0,87499.5,102,30,120,97,24,,40.0,57,M,M,1,6.317164686747284,30.0
713,237,7,3,4.0,1267.0,14317.0,6,7550.0,151,0,,,,,6343.0,1257.0,12009.0,6254.0,,,89942.0,88791.0,,2.0,0,62499.5,96,37,120,99,27,,65.0,35,F,U,1,7.1372784372603855,48.0
713,179,2,2,46.0,6047.0,8828.0,3,6047.0,103,1,,,,,,,,,5300.0,4735.0,41100.0,39295.0,,0.0,0,62499.5,77,36,120,99,19,,,42,M,U,1,,
756,206,1,0,28.0,0.0,0.0,1,414.0,110,0,,,,,,,2080.0,414.0,,,,,,14.0,0,42999.5,88,36,120,99,23,,,42,M,M,1,,
720,240,4,3,28.0,15643.0,20808.0,5,27006.0,112,3,,,,,8100.0,4096.0,12000.0,11363.0,9000.0,8633.0,77400.0,75819.0,,3.0,0,62499.5,153,38,120,99,34,,40.0,57,M,M,1,8.318010277546872,76.0
760,163,7,3,21.0,353.0,18875.0,3,353.0,190,0,,,,,17000.0,353.0,,,,,,,,10.0,0,42999.5,88,36,120,99,23,,,42,F,U,1,5.869296913133774,22.0
697,230,5,5,47.0,16158.0,18371.0,9,32902.0,214,4,,,,,17000.0,14914.0,17956.0,15186.0,1000.0,1032.0,119000.0,114000.0,,3.0,1,62499.5,96,37,120,99,27,,55.0,42,M,M,1,9.61012269694885,92.0
768,-48,3,3,99.0,1018.0,6249.0,6,12303.0,141,1,,,,,4100.0,195.0,20801.0,11285.0,,,90000.0,86334.0,,10.0,0,62499.5,102,30,120,97,24,,43.0,57,M,M,1,5.278114659230517,14.0
715,359,4,4,15.0,8655.0,22056.0,5,9271.0,282,1,,,,,2740.0,818.0,1698.0,616.0,15500.0,7748.0,,,,3.0,1,42999.5,102,30,120,97,24,,53.0,42,M,M,1,6.70808408385307,39.0
759,225,2,1,44.0,617.0,10100.0,4,33211.0,238,0,,,,,10100.0,617.0,43059.0,32594.0,,,,,,12.0,1,62499.5,82,26,120,91,27,,50.0,42,M,U,1,6.42648845745769,32.0
738,174,5,3,6.0,3625.0,13057.0,5,4086.0,219,1,,,,,9700.0,914.0,500.0,461.0,3000.0,2711.0,83100.0,81172.0,,2.0,0,62499.5,96,37,120,99,27,,57.0,42,M,M,1,6.818924065275521,41.0
741,208,1,1,35.0,826.0,3700.0,3,24474.0,79,0,,,24702.0,15129.0,3700.0,826.0,38202.0,23648.0,,,,,,1.0,0,42999.5,82,26,120,91,27,,,42,M,M,1,6.717804695023691,39.0
762,123,3,2,5.0,2504.0,20600.0,5,11312.0,190,0,,,,,18100.0,2140.0,16284.0,8624.0,,,56850.0,33600.0,,10.0,1,42999.5,153,38,120,99,34,,55.0,42,M,M,1,7.669028288589683,61.0
782,146,3,1,6.0,491.0,20200.0,3,12472.0,189,0,,,,,10200.0,491.0,32744.0,11981.0,10000.0,0.0,,,,15.0,0,62499.5,74,36,120,99,19,,,42,M,U,1,6.198478716492308,28.0
757,85,2,2,24.0,889.0,9700.0,4,5149.0,115,0,,,,,9700.0,889.0,18259.0,4260.0,,,111000.0,108000.0,,4.0,1,62499.5,102,30,120,97,24,,67.0,35,M,M,1,6.7912214627261855,40.0
743,195,2,2,75.0,580.0,8331.0,4,53959.0,115,0,,,,,1231.0,7.0,3500.0,3329.0,7100.0,573.0,,,,15.0,0,42999.5,88,36,120,99,23,,,42,M,M,1,2.0794415416798357,1.0
759,86,4,2,18.0,2309.0,10172.0,3,8147.0,241,2,,,,,4160.0,2309.0,7998.0,5838.0,,,,,,12.0,0,62499.5,102,30,120,97,24,,,42,M,M,1,7.745002803515839,63.0
715,371,4,3,9.0,6601.0,15460.0,5,8148.0,106,2,,,,,,,2000.0,1547.0,7000.0,5907.0,196000.0,192000.0,,1.0,0,87499.5,153,38,120,99,34,,52.0,42,M,U,1,,
735,153,4,2,52.0,6573.0,22582.0,4,7154.0,197,2,,,,,21287.0,6573.0,,,1295.0,0.0,118000.0,117000.0,,0.0,0,42999.5,96,37,120,99,27,,,42,M,U,1,8.790877754224164,85.0
761,63,3,2,34.0,1080.0,12112.0,8,34532.0,208,0,,,,,11900.0,1080.0,62099.0,33436.0,,,,,,5.0,1,62499.5,74,36,120,99,19,,59.0,35,M,U,1,6.985641817639208,45.0
765,62,3,2,28.0,2373.0,8479.0,2,2373.0,604,0,,,,,8479.0,2373.0,,,,,,,,6.0,0,62499.5,102,30,120,97,24,,,57,M,U,1,7.772331575169614,63.0
786,9,2,1,17.0,274.0,10000.0,2,274.0,94,0,,,,,,,,,,,82400.0,73857.0,,1.0,0,62499.5,88,36,120,99,23,,49.0,42,M,U,1,,
767,217,5,1,16.0,35.0,8402.0,4,5387.0,198,0,,,,,7500.0,35.0,9470.0,5299.0,20.0,0.0,,,,14.0,0,62499.5,88,36,120,99,23,,46.0,42,M,M,1,3.58351893845611,4.0
736,287,6,3,5.0,1015.0,13385.0,5,6657.0,96,1,,,,,3515.0,467.0,19799.0,5609.0,9270.0,548.0,,,,0.0,0,42999.5,77,36,120,99,19,,,42,M,M,1,6.148468295917647,27.0
788,96,0,0,,,,1,11752.0,211,0,,,,,,,14103.0,11752.0,,,,,,5.0,1,62499.5,88,36,120,99,23,,,42,M,U,1,,
715,163,9,8,8.0,22156.0,39370.0,9,30408.0,204,6,,,,,33300.0,21206.0,18688.0,8252.0,,,,,,1.0,0,42999.5,79,28,120,99,13,,35.0,57,M,U,1,9.962086594839064,92.0
727,369,4,3,59.0,5073.0,18870.0,8,49300.0,250,1,,,,,11500.0,4217.0,53382.0,44227.0,,,85050.0,82918.0,,3.0,0,87499.5,115,42,120,99,31,,47.0,42,M,M,1,8.34711636103872,77.0
757,278,3,1,4.0,63.0,4500.0,4,6689.0,144,0,,,,,,,14930.0,6608.0,,,128000.0,117000.0,,3.0,0,42999.5,79,28,120,99,13,,46.0,42,M,M,1,,
719,450,9,5,7.0,1293.0,39574.0,7,1338.0,55,0,,,,,34519.0,1254.0,,,5000.0,39.0,58200.0,54359.0,,4.0,1,62499.5,115,42,120,99,31,,56.0,42,M,M,1,7.134890851565884,48.0
763,-61,1,1,99.0,1714.0,7500.0,3,8989.0,260,0,,,,,7500.0,1714.0,17435.0,7275.0,,,136000.0,134000.0,,0.0,0,62499.5,0,0,0,0,0,,54.0,42,M,U,1,7.44716835960004,56.0
777,238,0,0,,,,3,50895.0,188,0,,,,,,,67552.0,50895.0,,,,,,12.0,0,87499.5,115,42,120,99,31,,40.0,57,M,U,1,,
757,189,4,3,14.0,1202.0,11300.0,5,1202.0,127,0,,,,,10500.0,1201.0,,,800.0,1.0,125000.0,118000.0,,2.0,0,87499.5,150,54,120,99,38,,60.0,35,M,U,1,7.091742115095153,47.0
740,-47,3,3,77.0,5520.0,9900.0,4,10505.0,238,1,,,,,2800.0,1016.0,11580.0,4985.0,5000.0,4276.0,,,,2.0,0,62499.5,150,54,120,99,38,,32.0,57,M,M,1,6.92461239604856,43.0
769,1,5,4,16.0,920.0,25299.0,4,920.0,513,2,,,,,17500.0,50.0,,,,,,,,15.0,0,62499.5,115,42,120,99,31,,,42,M,M,1,3.9318256327243257,5.0
736,23,6,4,23.0,6932.0,14978.0,15,23617.0,137,3,,,,,13274.0,6932.0,16837.0,1297.0,,,114000.0,109000.0,,1.0,0,62499.5,0,0,0,0,0,,60.0,35,M,M,1,8.84404789894249,86.0
752,174,4,2,13.0,1420.0,6596.0,4,7975.0,253,0,,,,,5000.0,1370.0,10000.0,6555.0,,,,,,7.0,0,62499.5,115,42,120,99,31,,52.0,42,M,M,1,7.223295679562314,50.0
792,292,4,0,5.0,0.0,30600.0,1,14.0,104,0,,,,,21100.0,0.0,,,9500.0,0.0,,,,15.0,0,62499.5,150,54,120,99,38,,,57,M,M,1,0.0,0.0
775,-26,2,1,25.0,41.0,9300.0,1,41.0,177,0,,,,,5000.0,41.0,,,,,,,,2.0,0,62499.5,97,46,120,99,36,,,42,F,U,1,3.7376696182833684,4.0
775,141,3,1,5.0,6.0,17300.0,3,4076.0,301,0,,,,,16500.0,6.0,10550.0,4070.0,,,33000.0,26388.0,,1.0,0,42999.5,115,42,120,99,31,,48.0,42,M,U,1,1.9459101490553132,1.0
739,109,1,1,10.0,2440.0,4900.0,4,6794.0,127,0,,,,,4900.0,2440.0,18557.0,4354.0,,,76000.0,72704.0,,8.0,0,62499.5,115,42,120,99,31,,,42,F,U,1,7.80016307039296,64.0
720,74,13,11,8.0,12503.0,31673.0,14,33411.0,214,6,,,,,19440.0,9744.0,15800.0,7258.0,400.0,0.0,,,,9.0,0,42999.5,66,31,120,99,8,,,42,U,U,1,9.184509611941662,90.0
694,190,6,3,7.0,7901.0,16705.0,4,7901.0,206,3,,,,,9500.0,6091.0,11250.0,0.0,980.0,586.0,65342.0,62064.0,,6.0,1,42999.5,78,38,120,95,29,,60.0,35,M,M,1,8.714731714015052,84.0
751,323,2,2,6.0,4005.0,7291.0,2,4005.0,99,1,,,,,3991.0,3947.0,,,,,,,,6.0,1,62499.5,68,31,120,94,21,,,57,F,U,1,8.280964400553373,75.0
770,72,2,1,77.0,135.0,9000.0,1,135.0,189,0,,,,,7500.0,135.0,,,,,,,,6.0,0,62499.5,65,31,120,99,13,,,42,F,U,1,4.912654885736052,11.0
747,238,3,3,59.0,26156.0,30335.0,6,14833.0,248,3,,,,,7303.0,6843.0,7100.0,5080.0,18100.0,16456.0,34050.0,22791.0,,2.0,0,87499.5,68,31,120,94,21,,,42,M,U,1,8.831127635012084,86.0
762,356,4,3,7.0,941.0,16658.0,8,161613.0,206,1,,,74155.0,42273.0,9000.0,562.0,41330.0,35235.0,530.0,379.0,48000.0,43319.0,,6.0,1,42999.5,46,8,100,70,6,,,42,M,M,1,6.333279628139691,30.0
770,-36,3,2,25.0,2805.0,15460.0,2,2805.0,169,1,,,,,4500.0,2704.0,,,7000.0,0.0,,,,6.0,0,62499.5,68,31,120,94,21,,,42,M,U,1,7.902857191280582,67.0
713,350,5,5,11.0,16141.0,17921.0,6,16141.0,145,5,,,,,7105.0,6716.0,20000.0,16950.0,,,20000.0,16950.0,,,0,42999.5,68,31,120,94,21,,32.0,57,M,U,1,8.812396905266864,85.0
756,219,2,1,74.0,1378.0,15030.0,3,1378.0,178,0,,,,,14700.0,1378.0,,,,,56500.0,54417.0,,7.0,1,42999.5,66,31,120,99,8,,56.0,42,M,M,1,7.229113877793302,50.0
716,372,4,2,5.0,5403.0,12600.0,5,19501.0,95,2,,,,,5000.0,3782.0,18746.0,14098.0,800.0,0.0,63100.0,58091.0,,2.0,1,62499.5,72,38,120,98,23,,,42,M,M,1,8.23827262463303,75.0
778,58,2,2,70.0,878.0,3990.0,3,895.0,151,0,,,,,3990.0,878.0,,,,,,,,10.0,0,42999.5,68,31,120,94,21,,45.0,42,M,U,1,6.778784897685177,40.0
722,302,2,2,47.0,3173.0,15000.0,3,23505.0,258,0,,,,,5000.0,500.0,22506.0,20332.0,,,,,,3.0,0,62499.5,68,32,120,95,18,,54.0,42,M,M,1,6.2166061010848646,28.0
715,428,1,1,99.0,3596.0,5004.0,4,5666.0,223,1,,,,,,,3590.0,1916.0,,,50000.0,45720.0,,5.0,0,62499.5,66,31,120,99,8,,53.0,42,M,M,1,,
758,195,6,5,7.0,1302.0,33732.0,6,1302.0,204,0,,,,,27532.0,1302.0,,,,,40000.0,37905.0,,,1,62499.5,69,34,120,99,24,,56.0,42,M,M,1,7.172424577124845,49.0
711,100,6,6,16.0,5290.0,27130.0,7,5290.0,378,0,,,25000.0,21837.0,14500.0,2443.0,,,5130.0,971.0,,,,14.0,0,62499.5,69,30,120,99,18,,31.0,57,M,U,1,7.8013913202914855,64.0
721,158,1,1,99.0,4523.0,4523.0,2,4523.0,185,1,,,,,4523.0,4523.0,,,,,77600.0,70730.0,,2.0,0,42999.5,66,31,120,99,8,,,42,M,U,1,8.41715183723601,78.0
779,183,5,1,14.0,102.0,18631.0,1,102.0,205,0,,,,,5000.0,0.0,,,10000.0,0.0,,,,10.0,1,42999.5,57,29,120,97,14,,,57,M,M,1,0.0,0.0
723,149,2,2,10.0,8180.0,9496.0,4,34792.0,204,2,,,,,9496.0,8180.0,51000.0,26612.0,,,,,,14.0,1,62499.5,63,35,120,99,16,,47.0,42,M,U,1,9.009569671513699,88.0
778,-61,1,1,59.0,49.0,3900.0,3,5925.0,128,0,,,,,3900.0,49.0,13200.0,5876.0,,,74900.0,66549.0,,4.0,0,42999.5,66,31,120,99,8,,51.0,42,M,U,1,3.912023005428146,5.0
748,128,1,1,99.0,893.0,3443.0,4,15920.0,157,0,,,,,3443.0,893.0,31092.0,15027.0,,,72000.0,65762.0,,5.0,1,62499.5,72,38,120,98,23,,61.0,35,M,M,1,6.795705775173514,40.0
723,237,7,7,33.0,23037.0,33612.0,8,35573.0,108,5,,,,,17108.0,10030.0,19165.0,12536.0,12400.0,9746.0,,,,7.0,1,62499.5,78,38,120,95,29,,62.0,35,M,M,1,9.213435576883485,90.0
739,79,4,3,15.0,4447.0,17100.0,4,4447.0,97,1,,,,,10100.0,4089.0,,,2500.0,0.0,4754.0,3201.0,,5.0,0,42999.5,69,30,120,99,18,,32.0,57,M,U,1,8.316300249036848,76.0
727,174,2,2,21.0,1199.0,1330.0,5,8963.0,115,2,,,,,,,11450.0,7703.0,1330.0,1199.0,68250.0,66602.0,,4.0,1,62499.5,65,31,120,99,13,,66.0,35,M,M,1,,
724,159,3,2,99.0,4879.0,13532.0,4,9504.0,133,2,,,,,9500.0,1930.0,5075.0,4625.0,,,80000.0,79766.0,,3.0,1,62499.5,72,38,120,98,23,,59.0,35,M,M,1,7.565793282428515,59.0
689,198,5,3,63.0,11927.0,17081.0,10,30898.0,118,2,,,,,14800.0,11283.0,28918.0,15646.0,531.0,0.0,68237.0,67208.0,,1.0,1,87499.5,78,38,120,95,29,,63.0,35,M,M,1,9.331141072121888,91.0
765,142,3,2,15.0,1395.0,12100.0,4,1425.0,120,0,,,,,12100.0,1395.0,,,,,,,,4.0,1,87499.5,72,38,120,98,23,,61.0,35,M,M,1,7.241366283322318,51.0
731,129,1,1,52.0,6825.0,11000.0,4,26051.0,264,1,,,,,11000.0,6825.0,25150.0,19226.0,,,62000.0,60521.0,,2.0,0,62499.5,69,30,120,99,18,,50.0,42,F,U,1,8.828494129466652,86.0
731,145,9,7,7.0,7520.0,27465.0,9,8128.0,293,2,,,,,17162.0,7008.0,,,2000.0,0.0,82550.0,80968.0,,1.0,0,62499.5,68,32,120,95,18,,41.0,57,M,M,1,8.854950316500325,86.0
763,361,0,0,,,,3,26636.0,113,0,,,,,,,36835.0,26636.0,,,47700.0,44147.0,,3.0,0,42999.5,69,30,120,99,18,,41.0,57,M,U,1,,
745,79,4,3,4.0,2479.0,15732.0,5,11972.0,127,1,,,,,6000.0,2073.0,13329.0,9493.0,,,120000.0,115000.0,,1.0,0,62499.5,68,32,120,95,18,,51.0,42,M,M,1,7.637234388789473,61.0
721,397,2,1,4.0,1018.0,4580.0,2,17806.0,89,0,,,,,3500.0,1018.0,12566.0,0.0,,,,,,0.0,0,42999.5,69,30,120,99,18,,62.0,35,F,U,1,6.926577033222725,43.0
762,44,2,1,90.0,2300.0,10600.0,3,13010.0,241,0,,,,,10600.0,2300.0,15791.0,10710.0,,,61500.0,57653.0,,15.0,0,87499.5,63,35,120,99,16,,45.0,42,M,U,1,7.741099090035366,63.0
729,439,3,2,3.0,3880.0,12032.0,4,13680.0,125,1,,,,,5000.0,3793.0,15624.0,9800.0,1832.0,87.0,57750.0,53608.0,,3.0,0,42999.5,66,31,120,99,8,,57.0,42,M,M,1,8.24117615049496,75.0
